Mach,CD
5.12,1.0104347737031452962853708182
5.13,1.0098686038029442170557432793
5.14,1.0093039333261272160943724492
5.15,1.0087407240049155937657365247
5.16,1.0081789588491025611109996371
5.17,1.0076186562331193927329030184
5.18,1.0070597779893535436800242499
5.19,1.0065022872123916457700473421
5.20,1.0059462116964044032449260586
5.21,1.0053915026270812166037733825
5.22,1.0048381584050204606747475641
5.23,1.0042861685157258937543422617
5.24,1.0037355131437984133351506235
5.25,1.0031861543452233895674082052
5.26,1.0026381236583814652557511163
5.27,1.0020913712638070828210632832
5.28,1.0015458862780020381125115379
5.29,1.0010016588793079705271701257
5.30,1.0004586582737426506617194284
5.31,0.9999169040673792978852793505
5.32,0.9993763596856745720807046015
5.33,0.9988369981777647812232362769
5.34,0.9982988330607119023224711666
5.35,0.9977618339401861727248166788
5.36,0.9972259702867483467549661826
5.37,0.9966912517162147903941609344
5.38,0.9961576412627271922257385802
5.39,0.9956251409063708321038953962
5.40,0.9950937508196356747388959467
5.41,0.9945634206888442545220467948
5.42,0.9940341401397486801996713818
5.43,0.9935059123514649411329414403
5.44,0.9929787300114622830363775933
5.45,0.9924525616649722051980437700
5.46,0.9919273788375490230140439510
5.47,0.9914031906237698186553844629
5.48,0.9908799680798198466132865303
5.49,0.9903577225657474708386202685
5.50,0.9898364001600548026315270056
5.51,0.9893160210655990989916115621
5.52,0.9887965421433359832170160629
5.53,0.9882779541105819465137255782
5.54,0.9877602671449568703966729942
5.55,0.9872434437170193212877581594
5.56,0.9867274790735353967864476975
5.57,0.9862123462967997396307039633
5.58,0.9856980555679085229186838069
5.59,0.9851845573149941694495684890
5.60,0.9846718617212078180430518868
5.61,0.9841599509350489447714818441
5.62,0.9836488092035410746867267322
5.63,0.9831384256968434973183761716
5.64,0.9826287615485733904938812736
5.65,0.9821198369477058410332197162
5.66,0.9816116142045181068300754839
5.67,0.9811040876894265647390251611
5.68,0.9805972565974230105730503545
5.69,0.9800910827395683275218968626
5.70,0.9795855548282694684637764469
5.71,0.9790806752393899249585146580
5.72,0.9785764352471686318283811874
5.73,0.9780727721856122122273635824
5.74,0.9775697278380826305174944622
5.75,0.9770672537356897086712735621
5.76,0.9765653480561562091148030940
5.77,0.9760640075165825630773780723
5.78,0.9755631967273766018193640581
5.79,0.9750629209084935910800449713
5.80,0.9745631437849957385298835356
5.81,0.9740638750966388241763994827
5.82,0.9735650870898170585365732368
5.83,0.9730667585656322885981929735
5.84,0.9725688923089295291526766364
5.85,0.9720714571343774347606974880
5.86,0.9715744778382061058695369939
5.87,0.9710778878610383495746342620
5.88,0.9705817069669184857030580376
5.89,0.9700858990944743510729141466
5.90,0.9695904882302605063019953564
5.91,0.9690954241488463127011941427
5.92,0.9686006889596074407012578700
5.93,0.9681062928982806410112782216
5.94,0.9676122272297200564940604691
5.95,0.9671184421983218650695290806
5.96,0.9666249623702707486146882053
5.97,0.9661317628788882125546237593
5.98,0.9656388083630487311147522629
5.99,0.9651461090705393684993100492
6.00,0.9646536464770309455341948064
6.01,0.9641925513070174431477714440
6.02,0.9637676569449048265920920061
6.03,0.9633437385533035419215270824
6.04,0.9629208150741640338050342518
6.05,0.9624988699064108880058362243
6.06,0.9620779020051254104003921652
6.07,0.9616579048247911885183801305
6.08,0.9612388773335571146297855397
6.09,0.9608208148293067339529470809
6.10,0.9604037109281814034487483815
6.11,0.9599875663344373500760660512
6.12,0.9595723646970113358117116454
6.13,0.9591581209916878958971959626
6.14,0.9587448250751014929538526006
6.15,0.9583324697721820799257920305
6.16,0.9579210453665879312465209643
6.17,0.9575105539008067320023269461
6.18,0.9571009956670009420468628436
6.19,0.9566923749149551672618281217
6.20,0.9562846689019380037138904120
6.21,0.9558778719403597419242809864
6.22,0.9554720039152277950551074062
6.23,0.9550670474730149321813045100
6.24,0.9546629933276593726937018511
6.25,0.9542598337733243546310078354
6.26,0.9538575891193236242971506721
6.27,0.9534562342092476376074100371
6.28,0.9530557839267289105402267866
6.29,0.9526562181812768627696956368
6.30,0.9522575302255442587559904585
6.31,0.9518597295763078599207578741
6.32,0.9514628219858658727664438761
6.33,0.9510667716469409784922001371
6.34,0.9506716092817707691774400026
6.35,0.9502772991128032904828259563
6.36,0.9498838665909938421789963421
6.37,0.9494912912613948016462549039
6.38,0.9490995773781291886216915986
6.39,0.9487087141023026343279821401
6.40,0.9483187057358213482748082270
6.41,0.9479295414515569796071739077
6.42,0.9475412367994958977150257371
6.43,0.9471537565929237809364945588
6.44,0.9467671215627264976772926226
6.45,0.9463813261623952403473586119
6.46,0.9459963564154065567186170225
6.47,0.9456122215293606537744522635
6.48,0.9452289052359637122755235107
6.49,0.9448464082704738390625942831
6.50,0.9444647351979504389329237455
6.51,0.9440838821284641209160177388
6.52,0.9437038382979282049644537634
6.53,0.9433245975630811070346418878
6.54,0.9429461706635539234212898932
6.55,0.9425685407578365946371112241
6.56,0.9421917082182363322396331252
6.57,0.9418156785010009526384143306
6.58,0.9414404485969404943941557741
6.59,0.9410659936502291813868045963
6.60,0.9406923440412002531409566751
6.61,0.9403194638172400952234643174
6.62,0.9399473629970156833515078270
6.63,0.9395760453141909372484643047
6.64,0.9392055015170353914968166164
6.65,0.9388357361311770998808790741
6.66,0.9384667358758784045160399053
6.67,0.9380985000684480829381184455
6.68,0.9377310250837803473932293643
6.69,0.9373643155482991712102163909
6.70,0.9369983625720349251200059935
6.71,0.9366331597270446762641231231
6.72,0.9362687074169822173021438994
6.73,0.9359049999671564544763023431
6.74,0.9355420470834174820205489835
6.75,0.9351798349019198492214889122
6.76,0.9348183592394054333412086452
6.77,0.9344576201596978220733052991
6.78,0.9340976217543682314748428325
6.79,0.9337383444400964673283741035
6.80,0.9333798040881643056610717295
6.81,0.9330219876454167991336871283
6.82,0.9326648913751490312758384032
6.83,0.9323085153583617292331159589
6.84,0.9319528538228673060538459572
6.85,0.9315979071961365137306935685
6.86,0.9312436700873586611372419487
6.87,0.9308849222528891439162536368
6.88,0.9305252900359625145077530633
6.89,0.9301663894720165525122172382
6.90,0.9298082503286045011443800924
6.91,0.9294508476543733796520977223
6.92,0.9290942015551189797270322728
6.93,0.9287382877876556900405218438
6.94,0.9283831127998703362636984015
6.95,0.9280286667055632168452745383
6.96,0.9276749539937810099745033621
6.97,0.9273219751125164550126068634
6.98,0.9269697162278678906972803173
6.99,0.9266181745159728084169719047
7.00,0.9262826065260268650832198552
7.01,0.9259794407821107063886884152
7.02,0.9256772264082473457416687915
7.03,0.9253759483595854207680053188
7.04,0.9250756077379470996015765896
7.05,0.9247762172860285009184828928
7.06,0.9244777584343185084284928437
7.07,0.9241802358987445925706683589
7.08,0.9238836301448123005077822816
7.09,0.9235879359284496709639185701
7.10,0.9232931737182219399580577790
7.11,0.9229993198780158832081710093
7.12,0.9227063904865668623780556182
7.13,0.9224143460168960329962377828
7.14,0.9221232213233596978597439524
7.15,0.9218329768819257410118225912
7.16,0.9215436391294150090825280489
7.17,0.9212551942212303469785652963
7.18,0.9209676326376840820053324523
7.19,0.9206809593292599361137436481
7.20,0.9203951647791144887576744084
7.21,0.9201102454952261272593503976
7.22,0.9198261989194308589115887561
7.23,0.9195430219045414863470896900
7.24,0.9192607043332564513842486252
7.25,0.9189792518727786649533880439
7.26,0.9186986632158244021859128374
7.27,0.9184189276513535921343387634
7.28,0.9181400417842071967930994149
7.29,0.9178619931314243557119389721
7.30,0.9175848083387792521638593079
7.31,0.9173084579042374451731704039
7.32,0.9170329373130532317874723791
7.33,0.9167582464748853791528798996
